batch_id,drug_id,manufacturer,manufacture_date,shelf_life_months,current_stock_days,units_in_stock,turnover_rate,avg_regional_demand,storage_temp_variability,last_movement_days_ago,will_expire_soon,formulation,drug_type
BATCH_004955,DRUG_265,Manufacturer_12,02-06-2024,25,453,517,437.68,526.68,4.64,77,0,ointment,antacid
BATCH_004956,DRUG_290,Manufacturer_35,24-12-2022,12,-469,510,29.87,70.39,1.72,132,1,tablet,antifungal
BATCH_004957,DRUG_430,Manufacturer_40,07-04-2024,13,31,490,430.27,382.84,1.68,44,0,capsule,antihistamine
BATCH_004958,DRUG_462,Manufacturer_2,14-08-2023,18,-54,494,23.55,398.39,4.17,49,1,injection,antifungal
BATCH_004959,DRUG_384,Manufacturer_50,01-05-2024,32,634,488,85.23,455.52,2,87,0,tablet,supplement
BATCH_004960,DRUG_260,Manufacturer_41,21-08-2023,23,106,491,402.16,431.62,4.24,130,0,capsule,supplement
BATCH_004961,DRUG_414,Manufacturer_45,24-03-2023,29,138,513,431.48,532.58,1.98,22,0,capsule,painkiller
BATCH_004962,DRUG_479,Manufacturer_39,08-11-2023,16,-28,531,491.31,93.16,2.98,138,0,syrup,supplement
BATCH_004963,DRUG_358,Manufacturer_42,03-03-2025,14,392,497,66.7,263.6,1.54,37,0,syrup,antihistamine
BATCH_004964,DRUG_75,Manufacturer_9,30-08-2024,28,633,538,267.96,480.15,3.79,162,0,tablet,painkiller
BATCH_004965,DRUG_355,Manufacturer_22,13-07-2023,6,-451,496,47.81,515.62,1.25,5,1,syrup,supplement
BATCH_004966,DRUG_72,Manufacturer_47,24-04-2023,27,108,491,86.64,195.62,4.55,69,0,capsule,antibiotic
BATCH_004967,DRUG_259,Manufacturer_5,03-06-2022,13,-643,535,95.5,371.91,2.17,167,1,syrup,antibiotic
BATCH_004968,DRUG_398,Manufacturer_12,31-07-2023,26,176,482,41.06,149.42,2.62,34,0,ointment,antibiotic
BATCH_004969,DRUG_188,Manufacturer_1,02-11-2022,17,-369,490,447.56,517.99,0.61,140,0,syrup,antibiotic
BATCH_004970,DRUG_461,Manufacturer_44,10-10-2024,36,917,499,71.91,451.74,4.89,24,0,capsule,antifungal
BATCH_004971,DRUG_173,Manufacturer_22,13-05-2023,7,-481,513,318.38,172.14,4.16,80,0,tablet,antibiotic
BATCH_004972,DRUG_480,Manufacturer_38,30-10-2024,20,450,509,316.62,393.08,2.51,66,0,injection,painkiller
BATCH_004973,DRUG_290,Manufacturer_19,06-11-2022,26,-91,499,107.34,330.13,4.64,67,1,syrup,antacid
BATCH_004974,DRUG_45,Manufacturer_16,02-02-2023,29,88,494,499.22,192.35,4.69,98,0,capsule,antifungal
BATCH_004975,DRUG_61,Manufacturer_31,10-01-2024,23,248,511,180.21,541.22,2.9,117,0,injection,antacid
BATCH_004976,DRUG_83,Manufacturer_3,20-05-2023,22,-18,486,453.5,131.31,1.55,174,0,injection,painkiller
BATCH_004977,DRUG_123,Manufacturer_23,19-08-2024,20,378,475,474.66,307.1,2.69,54,0,ointment,painkiller
BATCH_004978,DRUG_358,Manufacturer_42,12-09-2024,25,555,482,475,370.54,1.96,170,0,injection,antihistamine
BATCH_004979,DRUG_16,Manufacturer_18,25-01-2023,25,-41,483,378.89,502.95,2.52,1,0,capsule,antifungal
BATCH_004980,DRUG_66,Manufacturer_26,29-01-2024,14,-7,515,134.36,132.6,4.6,44,1,capsule,antacid
BATCH_004981,DRUG_424,Manufacturer_13,26-07-2024,8,-11,507,69.12,385.05,1.77,175,1,syrup,antibiotic
BATCH_004982,DRUG_145,Manufacturer_18,28-05-2024,25,448,465,289.24,53.61,4.28,61,0,syrup,painkiller
BATCH_004983,DRUG_375,Manufacturer_3,02-02-2025,24,667,488,186.42,502.42,4.71,165,0,syrup,antibiotic
BATCH_004984,DRUG_162,Manufacturer_23,27-09-2022,23,-222,503,417.21,179.1,4.12,46,0,injection,antacid
BATCH_004985,DRUG_234,Manufacturer_3,06-04-2023,25,30,523,375.05,446.5,2.87,3,0,injection,antifungal
BATCH_004986,DRUG_380,Manufacturer_25,23-09-2023,35,504,466,145.47,381.03,3.04,48,0,ointment,supplement
BATCH_004987,DRUG_144,Manufacturer_27,25-08-2023,13,-195,506,18.34,77.57,4.19,75,1,syrup,supplement
BATCH_004988,DRUG_358,Manufacturer_44,24-07-2024,6,-74,484,126.28,150.78,0.7,33,1,tablet,painkiller
BATCH_004989,DRUG_188,Manufacturer_27,04-07-2024,29,606,552,287.89,197.26,3.81,43,0,ointment,antihistamine
BATCH_004990,DRUG_322,Manufacturer_39,10-07-2024,29,612,518,48.71,537.7,2.88,93,0,tablet,antibiotic
BATCH_004991,DRUG_450,Manufacturer_25,19-09-2023,20,43,458,332.55,314.44,2.29,84,0,injection,painkiller
BATCH_004992,DRUG_474,Manufacturer_24,14-11-2023,24,221,481,339.13,552.43,3.95,55,0,ointment,antihistamine
BATCH_004993,DRUG_13,Manufacturer_8,23-01-2024,35,626,485,93,76.1,1.7,41,0,ointment,antibiotic
BATCH_004994,DRUG_184,Manufacturer_9,04-05-2024,31,606,480,302.2,53.61,4.53,49,0,capsule,antacid
BATCH_004995,DRUG_111,Manufacturer_46,13-02-2024,15,38,468,307.42,571.54,3.6,32,0,injection,supplement
BATCH_004996,DRUG_415,Manufacturer_37,17-04-2024,17,163,525,244.21,448.15,3.25,90,0,injection,antihistamine
BATCH_004997,DRUG_290,Manufacturer_30,26-04-2024,33,659,457,477.09,480.82,2.85,66,0,ointment,antibiotic
BATCH_004998,DRUG_295,Manufacturer_19,04-02-2025,11,273,528,63,553.69,1.46,103,0,injection,painkiller
BATCH_004999,DRUG_451,Manufacturer_16,17-11-2022,34,163,474,209.25,591.5,3.28,41,0,ointment,antibiotic
BATCH_005000,DRUG_392,Manufacturer_24,07-05-2023,18,-153,485,442.63,103.74,3.76,43,0,capsule,painkiller
BATCH_005001,DRUG_215,Manufacturer_44,11-02-2023,9,-512,505,199.29,137.06,0.55,99,1,ointment,supplement
BATCH_005002,DRUG_462,Manufacturer_21,29-11-2022,18,-312,472,218.07,153.72,2.15,35,0,injection,supplement
BATCH_005003,DRUG_120,Manufacturer_36,31-12-2024,22,573,493,337.45,500.13,4.25,168,0,injection,antibiotic
BATCH_005004,DRUG_382,Manufacturer_40,23-02-2023,35,292,467,336.13,245.55,3.34,122,0,ointment,antibiotic
BATCH_005005,DRUG_55,Manufacturer_39,06-09-2024,6,-30,496,21.22,376.3,3.27,115,1,ointment,painkiller
BATCH_005006,DRUG_27,Manufacturer_47,03-07-2022,10,-704,481,233.29,520.37,1.53,2,0,ointment,painkiller
BATCH_005007,DRUG_118,Manufacturer_6,07-09-2022,33,62,526,173.42,425.74,3.34,113,0,syrup,antihistamine
BATCH_005008,DRUG_221,Manufacturer_5,13-07-2024,29,615,504,317.57,85.98,4.04,55,0,injection,antihistamine
BATCH_005009,DRUG_231,Manufacturer_14,30-07-2022,22,-312,484,282.29,295.12,2.31,38,0,injection,antihistamine
BATCH_005010,DRUG_53,Manufacturer_45,28-11-2022,23,-160,512,328.92,87.13,1.32,167,0,syrup,antibiotic
BATCH_005011,DRUG_295,Manufacturer_42,07-10-2022,12,-547,495,330.35,313.36,0.85,38,0,ointment,antifungal
BATCH_005012,DRUG_321,Manufacturer_50,14-09-2024,21,435,514,134.89,170.62,2.78,154,0,capsule,antifungal
BATCH_005013,DRUG_401,Manufacturer_4,03-07-2024,13,118,506,130.77,50.72,3.58,107,0,ointment,antifungal
BATCH_005014,DRUG_233,Manufacturer_8,19-09-2023,17,-48,470,191.44,497.23,1.23,66,1,ointment,antifungal
BATCH_005015,DRUG_158,Manufacturer_24,31-05-2022,19,-463,489,128.56,583.16,2.4,99,1,syrup,antihistamine
BATCH_005016,DRUG_437,Manufacturer_11,11-09-2022,24,-208,494,344.58,580.27,3.06,93,0,injection,antibiotic
BATCH_005017,DRUG_269,Manufacturer_17,02-03-2024,16,87,507,305.4,214.55,1.2,64,0,ointment,antifungal
BATCH_005018,DRUG_21,Manufacturer_50,03-04-2023,17,-217,467,116.03,505.83,1.71,2,1,injection,supplement
BATCH_005019,DRUG_403,Manufacturer_21,12-09-2024,18,341,495,443.21,423.33,3.24,126,0,tablet,antacid
BATCH_005020,DRUG_53,Manufacturer_26,19-10-2022,13,-505,520,235.72,490.04,3.76,130,0,injection,supplement
BATCH_005021,DRUG_275,Manufacturer_43,11-09-2024,6,-25,537,72.26,515.43,3.36,36,1,capsule,antibiotic
BATCH_005022,DRUG_313,Manufacturer_48,11-10-2024,14,249,487,114.35,589.15,3.71,97,0,capsule,antibiotic
BATCH_005023,DRUG_281,Manufacturer_44,26-01-2025,33,934,485,274.53,133.45,3.12,147,0,ointment,antacid
BATCH_005024,DRUG_214,Manufacturer_45,21-11-2023,7,-289,499,175.83,473.36,4.26,138,1,injection,painkiller
BATCH_005025,DRUG_31,Manufacturer_27,25-01-2025,19,507,467,427.1,453.78,4.22,82,0,ointment,painkiller
BATCH_005026,DRUG_337,Manufacturer_16,15-06-2023,18,-114,482,252.42,208.25,4.08,151,0,syrup,painkiller
BATCH_005027,DRUG_183,Manufacturer_26,12-12-2023,21,158,500,458.49,265.92,3.09,64,0,capsule,antihistamine
BATCH_005028,DRUG_23,Manufacturer_33,05-06-2023,7,-458,485,59.89,147.22,4.97,120,1,ointment,painkiller
BATCH_005029,DRUG_32,Manufacturer_31,08-06-2024,9,-29,525,337.61,552.3,0.68,82,0,syrup,antihistamine
BATCH_005030,DRUG_446,Manufacturer_48,22-06-2022,17,-502,507,444.03,533.63,1.38,115,0,ointment,antihistamine
BATCH_005031,DRUG_74,Manufacturer_47,15-07-2023,21,8,525,153.54,387.72,4.14,121,1,injection,painkiller
BATCH_005032,DRUG_10,Manufacturer_6,12-08-2024,15,219,488,76.49,331.4,4.22,73,0,injection,painkiller
BATCH_005033,DRUG_484,Manufacturer_44,10-09-2024,8,35,482,233.76,178.09,4.18,159,0,injection,antacid
BATCH_005034,DRUG_456,Manufacturer_8,26-08-2023,9,-316,525,481.05,484.28,4.43,100,0,injection,antifungal
BATCH_005035,DRUG_54,Manufacturer_7,02-11-2024,11,179,477,320.4,54.51,2.4,35,0,tablet,antacid
BATCH_005036,DRUG_52,Manufacturer_34,14-03-2025,28,829,494,325.55,304.53,4.69,65,0,syrup,antihistamine
BATCH_005037,DRUG_148,Manufacturer_44,15-06-2023,10,-357,534,339.04,523.3,1.44,164,0,syrup,antacid
BATCH_005038,DRUG_160,Manufacturer_14,12-06-2024,23,402,479,29.48,390.17,4.72,13,0,injection,antihistamine
BATCH_005039,DRUG_370,Manufacturer_16,14-06-2024,8,-53,520,228.37,399.32,3.01,45,0,tablet,antibiotic
BATCH_005040,DRUG_14,Manufacturer_43,01-06-2023,15,-219,501,48.01,88.89,1.24,49,1,injection,antihistamine
BATCH_005041,DRUG_178,Manufacturer_9,05-01-2024,16,30,465,164.77,207.69,3.81,60,1,tablet,antihistamine
BATCH_005042,DRUG_412,Manufacturer_10,09-05-2024,24,398,501,412.58,420.62,1.83,125,0,injection,antacid
BATCH_005043,DRUG_366,Manufacturer_17,10-10-2024,19,400,502,331.57,77.29,1.49,144,0,capsule,antifungal
BATCH_005044,DRUG_500,Manufacturer_12,21-02-2025,26,747,505,497.83,232.01,1.27,26,0,capsule,antibiotic
BATCH_005045,DRUG_53,Manufacturer_6,15-02-2024,33,588,493,94.36,244.67,0.63,125,0,ointment,supplement
BATCH_005046,DRUG_408,Manufacturer_19,28-11-2024,16,358,484,204.56,324.3,3.94,53,0,injection,supplement
BATCH_005047,DRUG_335,Manufacturer_43,25-09-2023,33,445,484,406.72,249.31,2.69,28,0,syrup,antifungal
BATCH_005048,DRUG_22,Manufacturer_41,16-07-2024,26,527,488,115.69,299.76,4.9,12,0,ointment,supplement
BATCH_005049,DRUG_30,Manufacturer_29,05-07-2024,9,-2,469,85.32,350.85,2.48,176,1,capsule,antibiotic
BATCH_005050,DRUG_191,Manufacturer_6,10-09-2022,29,-57,480,219.53,120.59,4.3,24,0,injection,painkiller
BATCH_005051,DRUG_260,Manufacturer_25,09-11-2024,27,673,472,198.03,149.26,4.86,87,0,ointment,antibiotic
BATCH_005052,DRUG_205,Manufacturer_24,16-05-2024,11,9,506,490.3,507.88,0.6,99,0,injection,antacid
BATCH_005053,DRUG_59,Manufacturer_25,04-10-2022,22,-246,493,233.56,302.87,0.97,150,0,capsule,antihistamine
BATCH_005054,DRUG_471,Manufacturer_16,04-11-2022,27,-63,482,431.86,245.33,2.07,25,0,ointment,antihistamine
BATCH_005055,DRUG_264,Manufacturer_16,16-11-2022,24,-142,506,445.1,288.63,4.42,47,0,capsule,antacid
BATCH_005056,DRUG_466,Manufacturer_6,03-02-2023,18,-246,474,87.36,146.15,4.27,163,1,tablet,antacid
BATCH_005057,DRUG_12,Manufacturer_37,11-04-2024,27,461,479,360.5,181.92,2.15,133,0,capsule,antihistamine
BATCH_005058,DRUG_119,Manufacturer_21,12-01-2023,15,-359,497,146.03,333.54,1.4,73,1,injection,antifungal
BATCH_005059,DRUG_415,Manufacturer_4,14-06-2023,34,372,520,56.42,247.41,4.11,166,0,syrup,painkiller
BATCH_005060,DRUG_462,Manufacturer_34,18-06-2022,16,-536,519,438.61,311.5,3.19,56,0,capsule,painkiller
BATCH_005061,DRUG_290,Manufacturer_28,09-10-2022,34,124,528,153.29,132.34,0.64,90,0,syrup,painkiller
BATCH_005062,DRUG_338,Manufacturer_38,25-03-2024,11,-43,492,179.23,136.06,4.12,137,1,tablet,antacid
BATCH_005063,DRUG_248,Manufacturer_41,30-03-2024,7,-159,478,168.75,261.17,4.81,8,1,ointment,antihistamine
BATCH_005064,DRUG_354,Manufacturer_28,26-07-2024,6,-72,502,108.14,258.37,0.69,76,1,ointment,antifungal
BATCH_005065,DRUG_127,Manufacturer_17,12-10-2023,16,-55,497,222.91,535.83,1.79,71,0,syrup,antihistamine
BATCH_005066,DRUG_75,Manufacturer_14,10-05-2022,36,33,480,219.86,68.4,4.19,26,0,ointment,antihistamine
BATCH_005067,DRUG_361,Manufacturer_7,20-03-2024,21,257,501,210.29,596.07,3.13,45,0,capsule,antifungal
BATCH_005068,DRUG_204,Manufacturer_22,04-06-2023,8,-429,497,458.99,576.09,4.95,62,0,syrup,antibiotic
BATCH_005069,DRUG_49,Manufacturer_1,24-03-2025,10,291,489,176.48,348.24,4.62,169,0,injection,antifungal
BATCH_005070,DRUG_79,Manufacturer_29,05-10-2022,20,-306,532,24.89,445.32,1.3,40,1,capsule,antibiotic
BATCH_005071,DRUG_441,Manufacturer_31,10-06-2022,20,-423,518,97.43,564.39,3.53,161,1,capsule,supplement
BATCH_005072,DRUG_479,Manufacturer_30,21-03-2025,9,257,498,363.53,188.16,3.44,92,0,capsule,antibiotic
BATCH_005073,DRUG_241,Manufacturer_15,09-08-2024,28,612,513,299.52,223.6,1,157,0,injection,painkiller
BATCH_005074,DRUG_349,Manufacturer_18,06-04-2024,9,-92,486,476.35,111.01,0.9,171,0,tablet,painkiller
BATCH_005075,DRUG_154,Manufacturer_35,08-03-2023,13,-365,512,350.27,360.12,3.06,0,0,ointment,antifungal
BATCH_005076,DRUG_274,Manufacturer_50,03-10-2023,12,-186,509,105.18,137.7,2.31,172,1,syrup,painkiller
BATCH_005077,DRUG_96,Manufacturer_30,07-01-2023,31,123,508,69.12,561.98,2.95,46,0,tablet,painkiller
BATCH_005078,DRUG_214,Manufacturer_34,27-06-2023,30,264,468,265.17,287.36,1.57,157,0,syrup,supplement
BATCH_005079,DRUG_294,Manufacturer_42,07-03-2023,22,-92,497,335.98,555.83,3,149,0,ointment,painkiller
BATCH_005080,DRUG_209,Manufacturer_11,13-10-2022,20,-298,490,91.16,162.8,2.23,14,1,injection,antacid
BATCH_005081,DRUG_343,Manufacturer_27,24-05-2022,10,-744,511,304.83,431.72,4.49,83,0,capsule,antacid
BATCH_005082,DRUG_88,Manufacturer_24,25-09-2024,18,354,523,433.86,406.18,1.88,165,0,capsule,antacid
BATCH_005083,DRUG_306,Manufacturer_35,25-06-2024,9,-12,506,366.51,269.82,4.42,22,0,injection,antibiotic
BATCH_005084,DRUG_264,Manufacturer_39,14-03-2025,27,798,516,335.45,544.09,2.25,158,0,tablet,antifungal
BATCH_005085,DRUG_425,Manufacturer_8,22-12-2023,22,198,503,396.77,289.14,3.1,34,0,tablet,antifungal
BATCH_005086,DRUG_390,Manufacturer_18,19-11-2023,27,317,483,61,159.14,1.79,30,0,syrup,antihistamine
BATCH_005087,DRUG_325,Manufacturer_13,10-05-2022,22,-393,473,109.88,587.34,4.14,153,1,injection,supplement
BATCH_005088,DRUG_428,Manufacturer_45,14-08-2024,19,343,512,28.67,292.81,4.3,30,0,tablet,antacid
BATCH_005089,DRUG_377,Manufacturer_24,23-04-2023,19,-136,489,81.04,164.44,4.14,139,1,injection,antacid
BATCH_005090,DRUG_320,Manufacturer_23,18-02-2024,22,256,524,457.46,250,3.38,82,0,ointment,painkiller
BATCH_005091,DRUG_157,Manufacturer_12,19-08-2022,13,-566,494,118.85,387.43,1.87,43,1,capsule,antacid
BATCH_005092,DRUG_156,Manufacturer_49,16-06-2022,7,-812,513,334.43,331.62,3.36,57,0,capsule,painkiller
BATCH_005093,DRUG_139,Manufacturer_30,15-09-2023,31,374,506,348.87,399.31,4.82,140,0,capsule,painkiller
BATCH_005094,DRUG_121,Manufacturer_31,26-05-2024,18,232,517,326.21,414.02,3.42,60,0,injection,antihistamine
BATCH_005095,DRUG_65,Manufacturer_28,18-07-2023,35,437,512,281.42,117.86,4.8,67,0,injection,antibiotic
BATCH_005096,DRUG_107,Manufacturer_22,29-07-2024,27,570,483,248.2,223.19,1.87,178,0,syrup,painkiller
BATCH_005097,DRUG_147,Manufacturer_44,28-07-2022,21,-344,492,215.76,461.79,4.31,124,0,capsule,painkiller
BATCH_005098,DRUG_137,Manufacturer_28,29-08-2022,35,114,548,459.28,407.7,3.73,175,0,syrup,antifungal
BATCH_005099,DRUG_411,Manufacturer_13,17-02-2024,21,225,490,14.66,98.59,4.19,94,0,capsule,antihistamine
BATCH_005100,DRUG_162,Manufacturer_25,29-11-2024,11,206,525,36.21,223.33,3.7,71,0,syrup,painkiller
BATCH_005101,DRUG_428,Manufacturer_44,12-09-2024,27,615,500,251.33,562.23,2.66,71,0,syrup,supplement
BATCH_005102,DRUG_452,Manufacturer_46,01-03-2025,29,846,470,171.95,524.11,3.59,119,0,ointment,antibiotic
BATCH_005103,DRUG_100,Manufacturer_7,23-05-2022,9,-776,500,210.03,418.85,4.69,50,0,syrup,supplement
BATCH_005104,DRUG_338,Manufacturer_45,28-03-2023,8,-497,487,498.95,90.08,2.38,151,0,injection,antacid
BATCH_005105,DRUG_399,Manufacturer_6,29-07-2024,11,83,495,389.82,383.88,4.78,85,0,syrup,antibiotic
BATCH_005106,DRUG_307,Manufacturer_24,09-01-2023,9,-545,509,439.93,56.7,0.72,167,0,capsule,antacid
BATCH_005107,DRUG_141,Manufacturer_19,12-01-2024,23,250,484,190.6,413.62,0.56,156,0,syrup,antifungal
BATCH_005108,DRUG_83,Manufacturer_19,30-03-2023,11,-404,547,127.38,452.17,2.72,72,1,tablet,painkiller
BATCH_005109,DRUG_177,Manufacturer_36,14-07-2022,31,-54,502,386.32,323.48,4.32,144,0,capsule,antihistamine
BATCH_005110,DRUG_198,Manufacturer_9,19-08-2023,10,-292,525,405.71,52.09,1.62,0,0,tablet,supplement
BATCH_005111,DRUG_112,Manufacturer_48,09-03-2024,32,581,483,279.45,416.64,3.62,107,0,capsule,antacid
BATCH_005112,DRUG_56,Manufacturer_36,17-12-2023,14,-50,506,449.01,500.86,2.96,95,0,injection,painkiller
BATCH_005113,DRUG_460,Manufacturer_38,04-02-2025,16,426,553,483.99,372.23,1.81,0,0,injection,supplement
BATCH_005114,DRUG_179,Manufacturer_40,31-10-2022,11,-554,500,240.8,440.06,1.79,152,0,injection,supplement
BATCH_005115,DRUG_421,Manufacturer_29,10-04-2024,35,704,455,119.11,99.68,0.83,168,0,tablet,antifungal
BATCH_005116,DRUG_401,Manufacturer_24,15-10-2022,21,-265,486,263.39,443.43,2.91,150,0,ointment,antifungal
BATCH_005117,DRUG_186,Manufacturer_48,25-08-2024,24,506,481,494.87,387.81,2.53,17,0,capsule,antacid
BATCH_005118,DRUG_471,Manufacturer_5,13-08-2023,16,-115,490,153.53,232.06,1.8,94,1,injection,painkiller
BATCH_005119,DRUG_218,Manufacturer_42,08-02-2025,26,734,505,312.62,426.93,4.87,155,0,capsule,antihistamine
BATCH_005120,DRUG_413,Manufacturer_45,08-04-2024,20,245,496,350.05,405.07,4.18,115,0,tablet,antacid
BATCH_005121,DRUG_417,Manufacturer_26,16-04-2022,31,-143,507,114.83,379.7,2.86,84,1,ointment,supplement
BATCH_005122,DRUG_316,Manufacturer_14,01-01-2025,29,787,512,298.34,150.62,2.85,139,0,tablet,supplement
BATCH_005123,DRUG_475,Manufacturer_39,11-05-2024,14,96,489,164.11,212.92,1.37,87,0,capsule,antibiotic
BATCH_005124,DRUG_217,Manufacturer_29,08-04-2023,29,153,482,428.56,595.26,3.42,48,0,ointment,painkiller
BATCH_005125,DRUG_120,Manufacturer_6,01-02-2023,36,300,531,360.23,288.21,4.79,96,0,ointment,antibiotic
BATCH_005126,DRUG_439,Manufacturer_7,29-07-2022,24,-252,463,414.87,82.68,4.54,15,0,tablet,antifungal
BATCH_005127,DRUG_394,Manufacturer_37,02-06-2024,30,605,473,107.84,544.45,0.88,114,0,injection,antihistamine
BATCH_005128,DRUG_175,Manufacturer_18,07-02-2024,24,306,496,26.94,145.11,0.74,154,0,capsule,antacid
BATCH_005129,DRUG_23,Manufacturer_23,16-05-2024,29,557,486,426.76,271.94,4.83,91,0,syrup,supplement
BATCH_005130,DRUG_213,Manufacturer_44,07-04-2023,31,213,495,199.51,202.9,1.4,163,0,syrup,painkiller
BATCH_005131,DRUG_405,Manufacturer_38,29-11-2024,14,298,537,98.06,580.13,2.98,134,0,tablet,supplement
BATCH_005132,DRUG_235,Manufacturer_1,11-12-2023,28,370,482,55.03,257.95,0.84,33,0,capsule,antifungal
BATCH_005133,DRUG_13,Manufacturer_4,23-03-2023,9,-472,525,263.09,439.79,4.29,117,0,capsule,antibiotic
BATCH_005134,DRUG_101,Manufacturer_44,06-11-2022,15,-426,485,83.56,379.11,1.03,121,1,tablet,antibiotic
BATCH_005135,DRUG_417,Manufacturer_47,15-07-2024,36,830,486,287.68,73.64,3.4,64,0,capsule,antacid
BATCH_005136,DRUG_24,Manufacturer_35,19-03-2024,14,43,486,366.38,261.37,0.75,3,0,injection,painkiller
BATCH_005137,DRUG_364,Manufacturer_23,04-10-2022,24,-185,524,272.18,264.51,1.21,117,0,tablet,antifungal
BATCH_005138,DRUG_11,Manufacturer_27,02-08-2024,20,361,490,452.81,594.41,2.8,25,0,injection,painkiller
BATCH_005139,DRUG_273,Manufacturer_26,12-12-2023,24,249,509,86.23,496.56,0.71,147,0,capsule,antacid
BATCH_005140,DRUG_452,Manufacturer_8,11-06-2024,7,-86,489,252.04,521.16,1.38,118,0,tablet,antifungal
BATCH_005141,DRUG_431,Manufacturer_43,06-04-2023,15,-275,493,89.96,222.44,1.11,178,1,capsule,antifungal
BATCH_005142,DRUG_281,Manufacturer_16,29-01-2024,36,662,475,439.19,230.98,0.68,98,0,tablet,antibiotic
BATCH_005143,DRUG_94,Manufacturer_41,30-03-2023,24,-8,495,466.8,333.58,4.87,137,0,capsule,antibiotic
BATCH_005144,DRUG_201,Manufacturer_3,31-12-2022,22,-158,505,206,397.06,2.53,7,0,injection,antibiotic
BATCH_005145,DRUG_21,Manufacturer_32,14-04-2024,36,738,467,159.82,450.56,4.37,145,0,injection,supplement
BATCH_005146,DRUG_340,Manufacturer_5,30-09-2022,25,-158,495,146.86,501.44,2.11,144,1,capsule,antihistamine
BATCH_005147,DRUG_467,Manufacturer_20,27-03-2025,29,872,522,431.27,530.26,0.69,68,0,tablet,antibiotic
BATCH_005148,DRUG_211,Manufacturer_14,13-01-2023,26,-23,511,344.4,63.54,3.63,29,0,syrup,antihistamine
BATCH_005149,DRUG_140,Manufacturer_32,13-08-2024,7,-23,550,441.49,487.85,0.67,94,0,injection,antihistamine
BATCH_005150,DRUG_293,Manufacturer_26,15-02-2024,24,314,499,67.58,385.96,2.99,166,0,injection,painkiller
BATCH_005151,DRUG_298,Manufacturer_47,25-09-2022,22,-255,492,243.25,342.65,1.13,60,0,syrup,antacid
BATCH_005152,DRUG_401,Manufacturer_6,09-08-2022,23,-271,505,341.33,395.66,3.52,115,0,capsule,supplement
BATCH_005153,DRUG_101,Manufacturer_36,23-06-2023,22,16,497,449.57,535.07,4.52,23,0,tablet,antihistamine
BATCH_005154,DRUG_304,Manufacturer_40,04-08-2024,7,-32,463,197.19,349.91,4.8,80,1,capsule,supplement
BATCH_005155,DRUG_359,Manufacturer_5,19-09-2024,24,531,507,163.41,139.2,2.87,106,0,ointment,painkiller
BATCH_005156,DRUG_28,Manufacturer_13,31-10-2024,6,25,495,457.35,290.23,2.9,34,0,injection,antibiotic
BATCH_005157,DRUG_41,Manufacturer_32,04-03-2024,16,89,463,33.29,558.45,0.67,117,0,ointment,antifungal
BATCH_005158,DRUG_355,Manufacturer_16,02-12-2022,30,57,534,245,497.97,3.96,97,0,injection,antihistamine
BATCH_005159,DRUG_303,Manufacturer_1,23-12-2023,15,-14,495,234.73,161.68,4.8,71,0,injection,antacid
BATCH_005160,DRUG_496,Manufacturer_13,01-12-2024,10,178,524,81.57,442.78,2.47,14,0,ointment,antifungal
BATCH_005161,DRUG_146,Manufacturer_11,21-03-2025,21,623,500,203.53,190.92,4.07,35,0,ointment,painkiller
BATCH_005162,DRUG_256,Manufacturer_8,09-12-2024,29,764,513,364.07,241.7,4.09,121,0,capsule,supplement
BATCH_005163,DRUG_462,Manufacturer_25,08-06-2023,10,-364,497,189.77,307.9,4.04,54,1,ointment,antibiotic
BATCH_005164,DRUG_227,Manufacturer_40,25-03-2024,29,505,498,161.73,292.48,3.91,164,0,capsule,supplement
BATCH_005165,DRUG_236,Manufacturer_32,11-01-2023,28,36,507,393.13,66.1,1.47,61,0,capsule,antacid
BATCH_005166,DRUG_361,Manufacturer_24,13-05-2023,17,-177,474,494.47,475.71,3.88,63,0,capsule,antihistamine
BATCH_005167,DRUG_380,Manufacturer_28,03-07-2023,9,-370,518,391.88,515.51,1.15,166,0,injection,antacid
BATCH_005168,DRUG_455,Manufacturer_14,15-10-2022,36,191,477,424.71,342.02,3.71,97,0,injection,supplement
BATCH_005169,DRUG_489,Manufacturer_45,22-12-2022,28,16,504,470.36,145.12,0.52,11,0,ointment,supplement
BATCH_005170,DRUG_13,Manufacturer_3,22-03-2025,11,319,538,402.87,186.37,4.63,71,0,injection,antifungal
BATCH_005171,DRUG_210,Manufacturer_36,25-07-2023,24,109,511,490.37,119.48,4.22,135,0,ointment,antacid
BATCH_005172,DRUG_229,Manufacturer_27,10-01-2024,14,-26,493,376.17,143.23,3.57,40,0,injection,antacid
BATCH_005173,DRUG_397,Manufacturer_20,29-12-2023,17,53,481,334.15,532.02,0.93,68,0,tablet,antacid
BATCH_005174,DRUG_100,Manufacturer_47,20-07-2022,31,-48,474,349.74,314.09,4.21,108,0,tablet,antibiotic
BATCH_005175,DRUG_31,Manufacturer_15,27-10-2022,20,-284,501,451.04,111.06,4.44,2,0,ointment,supplement
BATCH_005176,DRUG_386,Manufacturer_27,28-10-2024,21,479,468,344.67,190.11,3.6,42,0,injection,painkiller
BATCH_005177,DRUG_16,Manufacturer_45,20-10-2023,18,13,481,382.99,572.23,4.89,164,0,injection,antibiotic
